id,adv_source_id,source_id,model,decoding,repetition_penalty,attack,domain,title,prompt,generation
ddcb207c-a790-4e16-a053-4aced58d7c15,ddcb207c-a790-4e16-a053-4aced58d7c15,ddcb207c-a790-4e16-a053-4aced58d7c15,human,,,none,abstracts,"Distribution-Free, Risk-Controlling Prediction Sets",,"While improving prediction accuracy has been the focus of machine learning in
recent years, this alone does not suffice for reliable decision-making.
Deploying learning systems in consequential settings also requires calibrating
and communicating the uncertainty of predictions. To convey instance-wise
uncertainty for prediction tasks, we show how to generate set-valued
predictions from a black-box predictor that control the expected loss on future
test points at a user-specified level. Our approach provides explicit
finite-sample guarantees for any dataset by using a holdout set to calibrate
the size of the prediction sets. This framework enables simple,
distribution-free, rigorous error control for many tasks, and we demonstrate it
in five large-scale machine learning problems: (1) classification problems
where some mistakes are more costly than others; (2) multi-label
classification, where each observation has multiple associated labels; (3)
classification problems where the labels have a hierarchical structure; (4)
image segmentation, where we wish to predict a set of pixels containing an
object of interest; and (5) protein structure prediction. Lastly, we discuss
extensions to uncertainty quantification for ranking, metric learning and
distributionally robust learning."
b00bf7dc-4de9-4ab4-9962-a16e0b5f4628,b00bf7dc-4de9-4ab4-9962-a16e0b5f4628,b00bf7dc-4de9-4ab4-9962-a16e0b5f4628,human,,,none,abstracts,"Iterative, Deep, and Unsupervised Synthetic Aperture Sonar Image Segmentation",,"Deep learning has not been routinely employed for semantic segmentation of
seabed environment for synthetic aperture sonar (SAS) imagery due to the
implicit need of abundant training data such methods necessitate. Abundant
training data, specifically pixel-level labels for all images, is usually not
available for SAS imagery due to the complex logistics (e.g., diver survey,
chase boat, precision position information) needed for obtaining accurate
ground-truth. Many hand-crafted feature based algorithms have been proposed to
segment SAS in an unsupervised fashion. However, there is still room for
improvement as the feature extraction step of these methods is fixed. In this
work, we present a new iterative unsupervised algorithm for learning deep
features for SAS image segmentation. Our proposed algorithm alternates between
clustering superpixels and updating the parameters of a convolutional neural
network (CNN) so that the feature extraction for image segmentation can be
optimized. We demonstrate the efficacy of our method on a realistic benchmark
dataset. Our results show that the performance of our proposed method is
considerably better than current state-of-the-art methods in SAS image
segmentation."
04d3809c-0abe-4bee-b1d2-9787af95362f,04d3809c-0abe-4bee-b1d2-9787af95362f,04d3809c-0abe-4bee-b1d2-9787af95362f,human,,,none,abstracts,Segmentation in Style: Unsupervised Semantic Image Segmentation with Stylegan and CLIP,,"We introduce a method that allows to automatically segment images into
semantically meaningful regions without human supervision. Derived regions are
consistent across different images and coincide with human-defined semantic
classes on some datasets. In cases where semantic regions might be hard for
human to define and consistently label, our method is still able to find
meaningful and consistent semantic classes. In our work, we use pretrained
StyleGAN2~\cite{karras2020analyzing} generative model: clustering in the
feature space of the generative model allows to discover semantic classes. Once
classes are discovered, a synthetic dataset with generated images and
corresponding segmentation masks can be created. After that a segmentation
model is trained on the synthetic dataset and is able to generalize to real
images. Additionally, by using CLIP~\cite{radford2021learning} we are able to
use prompts defined in a natural language to discover some desired semantic
classes. We test our method on publicly available datasets and show
state-of-the-art results."
06bffeb2-bea0-4b0b-b60d-767ba9b660a7,06bffeb2-bea0-4b0b-b60d-767ba9b660a7,06bffeb2-bea0-4b0b-b60d-767ba9b660a7,human,,,none,abstracts,Double Similarity Distillation for Semantic Image Segmentation,,"The balance between high accuracy and high speed has always been a
challenging task in semantic image segmentation. Compact segmentation networks
are more widely used in the case of limited resources, while their performances
are constrained. In this paper, motivated by the residual learning and global
aggregation, we propose a simple yet general and effective knowledge
distillation framework called double similarity distillation (DSD) to improve
the classification accuracy of all existing compact networks by capturing the
similarity knowledge in pixel and category dimensions, respectively.
Specifically, we propose a pixel-wise similarity distillation (PSD) module that
utilizes residual attention maps to capture more detailed spatial dependencies
across multiple layers. Compared with exiting methods, the PSD module greatly
reduces the amount of calculation and is easy to expand. Furthermore,
considering the differences in characteristics between semantic segmentation
task and other computer vision tasks, we propose a category-wise similarity
distillation (CSD) module, which can help the compact segmentation network
strengthen the global category correlation by constructing the correlation
matrix. Combining these two modules, DSD framework has no extra parameters and
only a minimal increase in FLOPs. Extensive experiments on four challenging
datasets, including Cityscapes, CamVid, ADE20K, and Pascal VOC 2012, show that
DSD outperforms current state-of-the-art methods, proving its effectiveness and
generality. The code and models will be publicly available."
5eb88a59-eb5a-49ea-8304-f67efe338921,5eb88a59-eb5a-49ea-8304-f67efe338921,5eb88a59-eb5a-49ea-8304-f67efe338921,human,,,none,abstracts,A Spatial Guided Self-supervised Clustering Network for Medical Image Segmentation,,"The segmentation of medical images is a fundamental step in automated
clinical decision support systems. Existing medical image segmentation methods
based on supervised deep learning, however, remain problematic because of their
reliance on large amounts of labelled training data. Although medical imaging
data repositories continue to expand, there has not been a commensurate
increase in the amount of annotated data. Hence, we propose a new spatial
guided self-supervised clustering network (SGSCN) for medical image
segmentation, where we introduce multiple loss functions designed to aid in
grouping image pixels that are spatially connected and have similar feature
representations. It iteratively learns feature representations and clustering
assignment of each pixel in an end-to-end fashion from a single image. We also
propose a context-based consistency loss that better delineates the shape and
boundaries of image regions. It enforces all the pixels belonging to a cluster
to be spatially close to the cluster centre. We evaluated our method on 2
public medical image datasets and compared it to existing conventional and
self-supervised clustering methods. Experimental results show that our method
was most accurate for medical image segmentation."
1389aa64-25fb-4e56-9358-ef34143bfea9,1389aa64-25fb-4e56-9358-ef34143bfea9,1389aa64-25fb-4e56-9358-ef34143bfea9,human,,,none,abstracts,Towards Robust General Medical Image Segmentation,,"The reliability of Deep Learning systems depends on their accuracy but also
on their robustness against adversarial perturbations to the input data.
Several attacks and defenses have been proposed to improve the performance of
Deep Neural Networks under the presence of adversarial noise in the natural
image domain. However, robustness in computer-aided diagnosis for volumetric
data has only been explored for specific tasks and with limited attacks. We
propose a new framework to assess the robustness of general medical image
segmentation systems. Our contributions are two-fold: (i) we propose a new
benchmark to evaluate robustness in the context of the Medical Segmentation
Decathlon (MSD) by extending the recent AutoAttack natural image classification
framework to the domain of volumetric data segmentation, and (ii) we present a
novel lattice architecture for RObust Generic medical image segmentation (ROG).
Our results show that ROG is capable of generalizing across different tasks of
the MSD and largely surpasses the state-of-the-art under sophisticated
adversarial attacks."
d0064195-c22e-4550-a265-6b372deea3e0,d0064195-c22e-4550-a265-6b372deea3e0,d0064195-c22e-4550-a265-6b372deea3e0,human,,,none,abstracts,Semi-supervised Left Atrium Segmentation with Mutual Consistency Training,,"Semi-supervised learning has attracted great attention in the field of
machine learning, especially for medical image segmentation tasks, since it
alleviates the heavy burden of collecting abundant densely annotated data for
training. However, most of existing methods underestimate the importance of
challenging regions (e.g. small branches or blurred edges) during training. We
believe that these unlabeled regions may contain more crucial information to
minimize the uncertainty prediction for the model and should be emphasized in
the training process. Therefore, in this paper, we propose a novel Mutual
Consistency Network (MC-Net) for semi-supervised left atrium segmentation from
3D MR images. Particularly, our MC-Net consists of one encoder and two slightly
different decoders, and the prediction discrepancies of two decoders are
transformed as an unsupervised loss by our designed cycled pseudo label scheme
to encourage mutual consistency. Such mutual consistency encourages the two
decoders to have consistent and low-entropy predictions and enables the model
to gradually capture generalized features from these unlabeled challenging
regions. We evaluate our MC-Net on the public Left Atrium (LA) database and it
obtains impressive performance gains by exploiting the unlabeled data
effectively. Our MC-Net outperforms six recent semi-supervised methods for left
atrium segmentation, and sets the new state-of-the-art performance on the LA
database."
417afaa2-2d21-4df1-953b-768647de9980,417afaa2-2d21-4df1-953b-768647de9980,417afaa2-2d21-4df1-953b-768647de9980,human,,,none,abstracts,CHASE: Robust Visual Tracking via Cell-Level Differentiable Neural Architecture Search,,"A strong visual object tracker nowadays relies on its well-crafted modules,
which typically consist of manually-designed network architectures to deliver
high-quality tracking results. Not surprisingly, the manual design process
becomes a particularly challenging barrier, as it demands sufficient prior
experience, enormous effort, intuition and perhaps some good luck. Meanwhile,
neural architecture search has gaining grounds in practical applications such
as image segmentation, as a promising method in tackling the issue of automated
search of feasible network structures. In this work, we propose a novel
cell-level differentiable architecture search mechanism to automate the network
design of the tracking module, aiming to adapt backbone features to the
objective of a tracking network during offline training. The proposed approach
is simple, efficient, and with no need to stack a series of modules to
construct a network. Our approach is easy to be incorporated into existing
trackers, which is empirically validated using different differentiable
architecture search-based methods and tracking objectives. Extensive
experimental evaluations demonstrate the superior performance of our approach
over five commonly-used benchmarks. Meanwhile, our automated searching process
takes 41 (18) hours for the second (first) order DARTS method on the
TrackingNet dataset."
ce898c28-428f-446f-975e-a1265942f2da,ce898c28-428f-446f-975e-a1265942f2da,ce898c28-428f-446f-975e-a1265942f2da,human,,,none,abstracts,Inter Extreme Points Geodesics for Weakly Supervised Segmentation,,"We introduce $\textit{InExtremIS}$, a weakly supervised 3D approach to train
a deep image segmentation network using particularly weak train-time
annotations: only 6 extreme clicks at the boundary of the objects of interest.
Our fully-automatic method is trained end-to-end and does not require any
test-time annotations. From the extreme points, 3D bounding boxes are extracted
around objects of interest. Then, deep geodesics connecting extreme points are
generated to increase the amount of ""annotated"" voxels within the bounding
boxes. Finally, a weakly supervised regularised loss derived from a Conditional
Random Field formulation is used to encourage prediction consistency over
homogeneous regions. Extensive experiments are performed on a large open
dataset for Vestibular Schwannoma segmentation. $\textit{InExtremIS}$ obtained
competitive performance, approaching full supervision and outperforming
significantly other weakly supervised techniques based on bounding boxes.
Moreover, given a fixed annotation time budget, $\textit{InExtremIS}$
outperforms full supervision. Our code and data are available online."
380cd71d-3300-422c-9cde-8a63e71f2797,380cd71d-3300-422c-9cde-8a63e71f2797,380cd71d-3300-422c-9cde-8a63e71f2797,human,,,none,abstracts,K-Net: Towards Unified Image Segmentation,,"Semantic, instance, and panoptic segmentations have been addressed using
different and specialized frameworks despite their underlying connections. This
paper presents a unified, simple, and effective framework for these essentially
similar tasks. The framework, named K-Net, segments both instances and semantic
categories consistently by a group of learnable kernels, where each kernel is
responsible for generating a mask for either a potential instance or a stuff
class. To remedy the difficulties of distinguishing various instances, we
propose a kernel update strategy that enables each kernel dynamic and
conditional on its meaningful group in the input image. K-Net can be trained in
an end-to-end manner with bipartite matching, and its training and inference
are naturally NMS-free and box-free. Without bells and whistles, K-Net
surpasses all previous state-of-the-art single-model results of panoptic
segmentation on MS COCO and semantic segmentation on ADE20K with 52.1% PQ and
54.3% mIoU, respectively. Its instance segmentation performance is also on par
with Cascade Mask R-CNNon MS COCO with 60%-90% faster inference speeds. Code
and models will be released at https://github.com/open-mmlab/mmdetection."
c093400c-2bd2-4e0d-a732-f99d499d58a9,c093400c-2bd2-4e0d-a732-f99d499d58a9,c093400c-2bd2-4e0d-a732-f99d499d58a9,human,,,none,abstracts,ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation,,"Fully convolutional U-shaped neural networks have largely been the dominant
approach for pixel-wise image segmentation. In this work, we tackle two defects
that hinder their deployment in real-world applications: 1) Predictions lack
uncertainty quantification that may be crucial to many decision-making systems;
2) Large memory storage and computational consumption demanding extensive
hardware resources. To address these issues and improve their practicality we
demonstrate a few-parameter compact Bayesian convolutional architecture, that
achieves a marginal improvement in accuracy in comparison to related work using
significantly fewer parameters and compute operations. The architecture
combines parameter-efficient operations such as separable convolutions,
bilinear interpolation, multi-scale feature propagation and Bayesian inference
for per-pixel uncertainty quantification through Monte Carlo Dropout. The best
performing configurations required fewer than 2.5 million parameters on diverse
challenging datasets with few observations."
05f40b6d-67cf-4a6e-ad2f-cfe003b7917e,05f40b6d-67cf-4a6e-ad2f-cfe003b7917e,05f40b6d-67cf-4a6e-ad2f-cfe003b7917e,human,,,none,abstracts,Transformer Meets Convolution: A Bilateral Awareness Net-work for Semantic Segmentation of Very Fine Resolution Ur-ban Scene Images,,"Semantic segmentation from very fine resolution (VFR) urban scene images
plays a significant role in several application scenarios including autonomous
driving, land cover classification, and urban planning, etc. However, the
tremendous details contained in the VFR image severely limit the potential of
the existing deep learning approaches. More seriously, the considerable
variations in scale and appearance of objects further deteriorate the
representational capacity of those se-mantic segmentation methods, leading to
the confusion of adjacent objects. Addressing such is-sues represents a
promising research field in the remote sensing community, which paves the way
for scene-level landscape pattern analysis and decision making. In this
manuscript, we pro-pose a bilateral awareness network (BANet) which contains a
dependency path and a texture path to fully capture the long-range
relationships and fine-grained details in VFR images. Specif-ically, the
dependency path is conducted based on the ResT, a novel Transformer backbone
with memory-efficient multi-head self-attention, while the texture path is
built on the stacked convo-lution operation. Besides, using the linear
attention mechanism, a feature aggregation module (FAM) is designed to
effectively fuse the dependency features and texture features. Extensive
experiments conducted on the three large-scale urban scene image segmentation
datasets, i.e., ISPRS Vaihingen dataset, ISPRS Potsdam dataset, and UAVid
dataset, demonstrate the effective-ness of our BANet. Specifically, a 64.6%
mIoU is achieved on the UAVid dataset."
c404dbd3-7cec-41f5-8b70-968e9212ed7c,c404dbd3-7cec-41f5-8b70-968e9212ed7c,c404dbd3-7cec-41f5-8b70-968e9212ed7c,human,,,none,abstracts,Large-scale image segmentation based on distributed clustering algorithms,,"Many approaches to 3D image segmentation are based on hierarchical clustering
of supervoxels into image regions. Here we describe a distributed algorithm
capable of handling a tremendous number of supervoxels. The algorithm works
recursively, the regions are divided into chunks that are processed
independently in parallel by multiple workers. At each round of the recursive
procedure, the chunk size in all dimensions are doubled until a single chunk
encompasses the entire image. The final result is provably independent of the
chunking scheme, and the same as if the entire image were processed without
division into chunks. This is nontrivial because a pair of adjacent regions is
scored by some statistical property (e.g. mean or median) of the affinities at
the interface, and the interface may extend over arbitrarily many chunks. The
trick is to delay merge decisions for regions that touch chunk boundaries, and
only complete them in a later round after the regions are fully contained
within a chunk. We demonstrate the algorithm by clustering an affinity graph
with over 1.5 trillion edges between 135 billion supervoxels derived from a 3D
electron microscopic brain image."
bc43fe33-d378-4bc3-b666-038cbacbdbc8,bc43fe33-d378-4bc3-b666-038cbacbdbc8,bc43fe33-d378-4bc3-b666-038cbacbdbc8,human,,,none,abstracts,Trilateral Attention Network for Real-time Medical Image Segmentation,,"Accurate segmentation of medical images into anatomically meaningful regions
is critical for the extraction of quantitative indices or biomarkers. The
common pipeline for segmentation comprises regions of interest detection stage
and segmentation stage, which are independent of each other and typically
performed using separate deep learning networks. The performance of the
segmentation stage highly relies on the extracted set of spatial features and
the receptive fields. In this work, we propose an end-to-end network, called
Trilateral Attention Network (TaNet), for real-time detection and segmentation
in medical images. TaNet has a module for region localization, and three
segmentation pathways: 1) handcrafted pathway with hand-designed convolutional
kernels, 2) detail pathway with regular convolutional kernels, and 3) a global
pathway to enlarge the receptive field. The first two pathways encode rich
handcrafted and low-level features extracted by hand-designed and regular
kernels while the global pathway encodes high-level context information. By
jointly training the network for localization and segmentation using different
sets of features, TaNet achieved superior performance, in terms of accuracy and
speed, when evaluated on an echocardiography dataset for cardiac segmentation.
The code and models will be made publicly available in TaNet Github page."
eff4a017-daa1-4b5d-84ac-927333aaa900,eff4a017-daa1-4b5d-84ac-927333aaa900,eff4a017-daa1-4b5d-84ac-927333aaa900,human,,,none,abstracts,Bayesian dense inverse searching algorithm for real-time stereo matching in minimally invasive surgery,,"This paper reports a CPU-level real-time stereo matching method for surgical
images (10 Hz on 640 * 480 image with a single core of i5-9400). The proposed
method is built on the fast ''dense inverse searching'' algorithm, which
estimates the disparity of the stereo images. The overlapping image patches
(arbitrary squared image segment) from the images at different scales are
aligned based on the photometric consistency presumption. We propose a Bayesian
framework to evaluate the probability of the optimized patch disparity at
different scales. Moreover, we introduce a spatial Gaussian mixed probability
distribution to address the pixel-wise probability within the patch. In-vivo
and synthetic experiments show that our method can handle ambiguities resulted
from the textureless surfaces and the photometric inconsistency caused by the
Lambertian reflectance. Our Bayesian method correctly balances the probability
of the patch for stereo images at different scales. Experiments indicate that
the estimated depth has higher accuracy and fewer outliers than the baseline
methods in the surgical scenario."
